label,text,len
ham,   m common car well buy china find expensive holla,0.132
ham,great test courage earth bear defeat lose heart ,0.085
ham,sorry go get work,0.075
ham,hey s plan sit,0.032
ham,beauty sleep help ur pimple,0.037
ham,great hope connection mode man cos know old friend lead today,0.122
spam,f invite friend reply stop send stop,0.136
ham,,0.019
ham,kind miss train cos asthma attack half drive sure park,0.106
ham,ball move spin difficult bat,0.067
ham, maybe hamster jealous,0.051
ham,send number,0.04
ham,glad follow dream,0.04
ham,reach home finally,0.028
spam,urgent important information user today lucky day find log fantastic surprise await,0.163
spam,winner value network customer select prize reward claim claim code valid hour,0.157
ham,u r hurt d s close u fight wit coz dis fight save relation quiet leave relation gud,0.152
ham,u,0.017
ham,science tell chocolate melt sunlight walk sunlight want loss sweet friend,0.138
ham,yes come try relocate,0.06
ham,pock,0.028
ham, great want tell tell score cos relax thank share,0.142
ham,wud mind u not miss u not need u hurt wen u need u not tell,0.139
ham,hey s bill book language word,0.08
ham,good problem,0.034
ham,information spell cap yell think leave sit bed mess come say go get home class try make want listen,0.29
ham,,0.025
ham,,0.005
ham,well watch cause drunk,0.063
spam,kit strip bill po box,0.074
spam,bonus special pound genuine voucher win answer easy question play send,0.155
spam,immediately urgent message wait,0.081
spam,let send free anonymous masked message send message potential abuse,0.138
spam, costa sol holiday await collection   cost,0.16
ham,hurt tease cry end life die rise grave stupid miss u nice day,0.153
ham,woodland avenue parish magazine telephone number,0.104
ham,ta job available let know cos need start work,0.082
ham,hard type u later free tell n scold n tell,0.074
ham,free,0.015
ham,good good billy mate go jog enjoy concert,0.077
ham,yo come soon,0.037
ham,sweet think nice time tonight ill probably u later cos m lonely,0.129
ham,guess useless call u important,0.054
ham,ha ha pop loo hello hello,0.063
ham,dint tell angry tell,0.066
spam,u know ask date service contact not guess  reveal po,0.134
ham,happen r wat want come ill medical insurance able deliver basic care currently shop right medical insurance til morning s major person guide right insurance,0.329
ham,shelf buy egg,0.04
ham,babe swell gland throat end,0.086
ham,ur change da report big cos change da previous report,0.082
ham,captain room,0.024
ham,speak mobile problem listen listen voice call later,0.111
ham,wot u home moment hate u wot hell y wont u tell text dan,0.156
ham,s player,0.036
ham,play,0.035
ham,hey go sea view have couple gay mean game bell ya finish,0.112
ham,k say go to,0.072
ham,sorry able morning,0.061
ham,inform,0.027
ham,have number sir,0.03
ham,search good dual mobile pa,0.046
ham,unnecessarily hostile,0.032
ham,dude get haircut breezy,0.043
spam, mobile g r  wid ur play music    ,0.161
ham,day doctor leaf day cancer day fat  milk day bone day th u care,0.154
ham,think king hill thing,0.055
ham,nope come,0.027
ham,tell say happy birthday,0.035
ham,y lei tot lavender,0.039
ham,boo time u u suppose shop today ,0.07
ham,u sound like scouse boy like travel da bus u recreation dis eve,0.115
ham,take quick shower epsilon like min,0.068
ham,night r u real,0.029
ham,yes,0.027
ham,get class go to gym,0.034
ham,want sent today s sorry hurt,0.066
ham,write wat,0.021
ham,ha read way u like save pub,0.139
ham,valentine game send dis ur friend answer r d love colour suit good,0.15
ham,ask leave,0.049
ham,enjoy,0.019
ham, use,0.04
spam,u secret admirer look contact u find think ur special,0.145
ham,d proof will not allow work come home day,0.113
ham,bot note cos get,0.044
ham,yes rent expensive way save,0.051
ham,night end day morning come special way smile like sunny ray leave worry blue blue bay gud,0.156
ham,s pain r u smile,0.033
ham,fun fact think eventually build tolerance consider smoke get like hit,0.157
spam,important information orange user today lucky log fantastic surprise await,0.163
ham,sorry help,0.032
ham,great send account number,0.046
ham,u charge wen u ad nice sure u c u,0.142
spam,date service ask contact u shy  reveal ,0.126
ham,send content page,0.036
ham,night sweet sleep exorcism rose sleep hug snog,0.117
ham,think u think use good,0.094
ham,right get to hit people,0.052
ham,emotion word wish u smile d world wit d drop tear stay wit b happy good morning,0.18
ham, remember,0.039
ham,computer ship address lane  poop,0.087
ham,yes dear look hug ,0.047
ham,like dis sweater mango size irritating,0.07
ham,number go to massive pain ass involve possible,0.121
ham,,0.014
spam,want new video handset time network min unlimited text  reply sat,0.135
ham,purity friendship smile read message smile see gud,0.142
spam,ur balance question complete landmark big bob barry ben text b c good luck,0.132
ham,fine fine,0.023
ham,k sure consent form v,0.064
spam,ur subscription renew charge choose poly month billing,0.145
spam,prize customer min polo suite busy,0.144
ham,torch,0.025
ham,u have dinner w,0.045
ham, check,0.036
ham,connection v slow t send try later thing,0.101
ham,tait,0.038
ham,yeah sure thing mate haunt get stuff sort m go sound promote hex way not know number joke,0.142
ham,need lar  cos sis art today,0.051
ham,thank honey hear leave bit long crowd try later great advice thank hope,0.163
spam,want new colour phone deliver tomorrow free minute mobile free text free reply,0.156
ham,m trip wonder meet greet kind affair cheer,0.146
ham,watch live,0.027
ham,,0.041
ham,k ready,0.025
ham,know god create gap finger come fill gap hold hand love,0.151
ham,great test courage earth bear defeat lose heart ,0.085
ham,new year plan,0.03
spam, order order process,0.072
ham, wake miss crave need,0.06
ham,get message ignore yes shop,0.074
ham,dear mood not drive brother drive,0.061
ham,dad,0.022
ham,tell shola college medicine visit academic department tell academic secretary current situation ask transfer ask check thing vital complete medical education expensive expensive get citizen rate new,0.408
ham,yes finish watch day life love,0.056
ham,n search,0.031
ham,time lose good one,0.045
ham,good care close friend understand true friend stay forever word time gud,0.138
ham,get home,0.022
ham,sorry later min,0.038
ham,dun need use dial open da browser n surf,0.053
spam,register subscriber u enter draw gift voucher reply enter text stop,0.132
ham,awesome plan time like text detail wee bit,0.093
ham,care sleep need learn change need convinced wait conversation convinced time family u role life,0.283
spam,chance win free headset simply reply,0.083
ham,not na hi hi hi hi hi,0.036
ham,ya not display internal sub get to extract,0.06
ham,say wrong sorry,0.036
ham,sad story man week wife wish parent forget n go work colleague wish,0.154
ham,stupid challenge god not think write instead respond,0.103
ham,yeah able text ready meet,0.065
ham,v fancy meet spoon bin planet v not night,0.149
ham,say quit day notice mind go to want come tonight u tell,0.2
ham,free,0.026
ham,little darling far week need coffee run believe time week,0.124
ham,u leave house,0.031
ham,west coast forever come,0.065
ham,  merry,0.039
ham,alright thank advice enjoy night try sleep,0.083
ham,update face book status frequently,0.042
ham,see k da,0.035
ham,u eat,0.023
ham,bank money,0.041
ham,dun disturb u u lot aft ur cupboard come,0.072
ham,hey r watch movie tonight  prob b home early,0.066
ham,yar u u route,0.043
ham,come gym machan ,0.046
ham,not think need yellow card travel ask go buck,0.116
ham,u look da get stuff not finish,0.056
ham,sound great m go sleep good night,0.055
spam,b floppy b snappy happy gay chat service photo min stop text,0.137
ham,house maid murderer coz man murder th public holiday closed include post office understand,0.166
ham,come u get,0.029
ham,easy look reason risk life love,0.096
ham,want grasp pretty booty,0.036
ham,get tea sure flavour,0.049
ham,go orchard reach soon u reach,0.061
ham,dear deny word,0.039
ham,know old dom tell yesterday roger get touch night want meet today,0.141
ham,come,0.03
ham,celebrate b day y,0.03
ham,merry u,0.031
ham,tell special stock talk,0.073
ham,send like,0.025
spam,urgent ur award complimentary trip claim dis  ,0.159
ham,awesome minute,0.029
ham,problem walk oblivious go thing constantly ear want know upset listen tell go upset want mad,0.381
ham,tell stop not let dehydrate,0.069
ham,guess min,0.026
ham,home wat time u reach,0.036
ham,storm wen u lift d u u d real meaning hello d girl yes u girl d f moral d person,0.278
ham,want look dogwood,0.068
ham,plan come later tonight,0.05
ham,die accidentally delete e suppose e archive  sad,0.089
spam,welcome mobile date free give free call future bill daily cancel send,0.151
ham,wish great day tell offer speechless offer easily great length behalf stunning exam touch sorry,0.237
ham,thank reply today ur visa come r u buy bag sister thing easy uncle bill need think money later sha,0.236
ham,sorry flake night seriously roommate tonight,0.095
ham,say look pretty long hair wat cut short,0.085
ham,cal hold,0.044
ham,  u later chat properly,0.099
ham,hey u gym,0.023
ham,say u mind bedroom minute se sexy mood come wid cake n wife,0.145
ham,well thank,0.026
ham,u n sorry da guy c u person sort know u u wan meet ask bring u meeting,0.16
ham,know swing pick free basically time semester,0.097
ham,wa u efficient gee,0.039
spam,receive mobile content enjoy,0.047
ham,s able sleep,0.024
spam,want explicit sex sec ring cost min,0.065
ham,meet soon princess ,0.033
ham,pick want come,0.076
ham,oh outside player allow play know,0.049
ham,,0.015
ham,,0.022
ham,y not u try new invention fly joke,0.051
ham,song lyric,0.028
ham,u reckon need arrange transport u thank,0.069
ham,true n care make mistake value start miss,0.159
ham,shopping eh ger toke ,0.044
ham,standing,0.024
ham,good weekend,0.02
ham,miss miss miss s d rule great phone receive quality win,0.126
ham,chance,0.041
ham,new ex game early yr,0.04
ham,computer fry essential spare idiot roommate leave thing run,0.162
ham,friend study plan shop concert cancel see age yeah,0.171
ham,probably couple hour top,0.028
ham, grin babe thank thinking,0.062
ham,man bus slow think go to,0.071
ham,hope text meet smile let text reason smile beautiful day,0.109
ham,case wake wonder forget care grandma today parade,0.135
ham,,0.002
spam,late mobile player guarantee reply win ,0.123
spam, inclusive text credit stop extra charge help,0.158
ham,ur time,0.017
ham,wat da decision,0.021
ham,wot u bitch,0.025
ham,possible,0.023
ham,tell want post work,0.074
spam,mobile club choose quality item mobile ,0.073
ham,guy leave,0.026
ham,grumble sad  buy aft lunch lunch  hear lei get lot work ar,0.149
ham,able,0.024
ham,takin linear algebra today,0.03
ham,weekend fine excuse,0.062
ham,sorry miss babe late sleep hope enjoy driving lesson miss tease kiss,0.132
ham,project pa come,0.043
spam,money win wine number wot,0.051
ham,sure ,0.042
ham,random see old campus graduate,0.058
spam, mobile g r  wid ur play music    ,0.161
ham,man need beautiful intelligent loving adjustable wife law allow wife,0.125
ham,suck get plan yo valentine yo valentine,0.094
ham,get good thing love man hey ho,0.104
ham,think say clearly leave need ask come,0.094
ham,hi good  wish u d,0.039
ham,u want meet,0.026
ham,actually decide hungry leave v,0.06
ham,send,0.022
ham,cos shop n call ask wat present wan start guess n finally guess,0.158
spam,want cock hubby away need real man satisfy wife string action stop end ,0.162
ham,understand loss gain work school,0.058
ham,u u havent bit holiday want college sad,0.12
ham,probably come home weekend,0.047
ham,forget love walk watch keep heart warm,0.11
ham,wish thing different wonder able value continue brisk walk drug find thing laugh love dearly,0.205
ham,day make dinner tonite invite,0.073
spam,new service live sex video chat mob sexy dirty girl live ur phone detail text horny cancel send stop,0.16
ham,money mate,0.031
ham,late way,0.029
ham,blame day ur life good day u happiness bad day u experience essential life blessing good morning,0.152
ham,normally use drink water daily,0.042
ham,dare ask luck sort car,0.048
ham,party place charge contribute way greatly yeah get room,0.137
ham,coach hot smell chip fat thank especially duvet predictive text word,0.105
ham, night naughty buy clothe little ready shopping tho kind time meet,0.155
spam,hi baby wow get new cam c hot pic fancy chat ,0.143
ham,try reach success,0.045
ham,class,0.035
ham,y lei v lazy get wat day send da not work,0.078
ham,try weight tear come ur heart fall ur eye remember stupid friend share ,0.159
ham,hey mate speak mag people  deliver end month deliver sept talk later,0.126
ham,hope have good week check,0.049
ham,friend literally ask,0.073
ham,u fancy cha beverage ring meet tired get love pete x x,0.166
ham,great safe trip not panic surrender,0.05
ham,u love like listen song stop u beloved will angry,0.142
ham,sun ah dun book e lesson e orchard u,0.12
ham,try dear read exam,0.054
ham,wonder world  ur style ur smile ur personality ur nature ur lovely good morning dear,0.153
ham,ship,0.023
ham,hospital da return home evening,0.052
ham,piss talk u point  read backwards,0.09
ham,think da ,0.023
ham,awake oh ,0.024
ham,good afternoon goes walk day police abstract  wake miss babe,0.156
ham,u try,0.025
ham,come come time,0.073
ham,tell address,0.034
ham,honeybee say d d world god laugh say wait u met d person read moral god crack joke ,0.158
ham,buy blackberry bold torch buy new let know plus say buy g say g,0.208
ham,,0.056
ham,s go sunny hope u r good time big old silver big kiss,0.112
ham,time come tomorrow,0.035
spam,laugh try chit chat mobile word chat send po box,0.156
ham,babe,0.034
ham,u know eat,0.03
spam, attempt contact won   ,0.146
ham, ,0.024
ham,directly row,0.046
spam,congratulation ur award voucher guarantee free entry draw music,0.115
spam,contract mobile late free double text orange tariff text yes remove record,0.159
spam,urgent landline complimentary holiday cash await collection po box,0.152
ham,plan ,0.034
ham,hi engagement th month know shocking t al,0.142
ham,course math day chapter month finish,0.075
ham,wow think common ur freak u chop,0.095
spam,ur chance win shopping spree shop ,0.126
ham, thing need stress life fair,0.077
spam,u secret admirer look contact u find think ur special,0.158
spam,mila blonde new look sex guy u like fun text increment ,0.158
ham,swing bit get thing care,0.079
ham,want wish happy new year want talk legal advice split person trip hope good babe love ya,0.229
ham,finish work,0.044
ham,tomorrow go come u  tell come tomorrow,0.117
spam, official poly colour flag yer mobile text tone flag opt stop ,0.155
ham,right not phone number like,0.07
ham,wun b angry u aft come home tonight,0.053
ham,good time nice bit different weekend change ya soon,0.106
ham,yo sorry shower sup,0.03
ham,pick swing little bit,0.086
ham,heat apply oil pa,0.038
ham,stick da middle da row da right hand da,0.067
ham,lay line rest,0.039
ham,hi u decide wot ill prob voucher virgin,0.097
spam,claim reward hour talk time use phone ,0.144
ham,j r u feel well,0.03
ham,plan stay night will til late,0.073
ham,da,0.035
ham,need campus pick hour,0.072
ham,oh den go today gee la dun mind jazz open not catch,0.134
ham,run manage minute need oxygen resort roller option,0.106
ham,live min,0.035
ham,y de ask like,0.022
ham,glad talk,0.031
ham,wat time finish,0.019
ham,sorry da go mad work,0.054
ham,get clean,0.029
ham,s person today r u hard sleep nearly ring u,0.101
spam,sunshine quiz win super recorder capital text b,0.108
ham,call dad,0.022
ham,good think send pix love,0.089
ham, go wear sport shoe go late,0.075
ham,sorry later meeting,0.034
ham, long ,0.027
ham,receive understand n act,0.034
ham,finally come fix ceiling,0.037
ham,u need u not love got not,0.172
ham,finish blow hair u finish dinner,0.052
ham,bus love,0.024
ham, know see dollar store,0.054
spam,customer service representative win guarantee cash prize,0.137
spam,number end select receive reward match quote claim code standard rate apply,0.165
ham,holiday difficult,0.056
ham,everybody fun evening miss,0.041
ham,get gas money want grand nature adventure little bit,0.089
ham,meeting later,0.034
ham,oh wow s gay update help,0.043
ham,will morphine,0.043
ham,come din c cut hair,0.043
ham,k k pa lunch aha,0.026
ham,oh ho time u use type word,0.055
ham,captain comedy captain drunken,0.066
ham,course guess god get hold right,0.055
ham,hide keep distance,0.049
ham,,0.007
spam,rip mobile content poly true pix,0.143
ham,sorry din lock,0.027
ham,u get person story,0.028
ham,plan come,0.033
spam,try contact reply offer video phone network min half price line rental reply,0.155
ham,god create gap ur finger special fill gap hold ur hand not ask y create gap leg,0.157
ham, go sleep later,0.038
ham,protect e threat sib ask sensitive information like pin share password anybody,0.159
ham,finally happen decade beer cheap petrol expect ,0.139
spam,reward wait computer randomly pick loyal mobile customer receive reward ,0.156
ham,r e meet,0.022
ham,yes add spice day,0.048
ham,hope have great day,0.032
ham,mother pass away night pray family,0.08
ham,k work,0.026
spam,private account statement show un redeem point  identifier code expire,0.136
ham,message great doctor drink fizz contain cancer cause age,0.106
ham,not pick phone right send message,0.051
ham,tell ,0.056
ham,prob,0.013
ham,lady genus k,0.033
ham, yes swim,0.03
ham,mum go,0.031
ham,set let u e detail later,0.035
ham,,0.024
ham,send print out da,0.026
ham, ,0.049
ham,bear god say   bear,0.07
ham,not ur missing send,0.059
ham,probably gas cash tomorrow,0.064
spam,customer service announcement recently try delivery unable schedule ,0.152
ham,forget ask card da present lei want write sign,0.109
ham,leave house,0.025
spam,hi babe r u smash night great weekend u miss text stop stop text,0.16
ham,ready,0.024
ham,  ,0.036
ham,good thing get connection,0.055
ham,da come home,0.036
ham,cool night know,0.066
ham,stay town,0.025
ham,yeah kind,0.037
ham,u shop u pay,0.044
ham,life mean lot love life love people life world call friend ,0.16
ham,alright bring like min,0.063
ham,not play life,0.033
ham,lunch,0.017
ham,day,0.04
ham,try g decide head,0.043
ham,prob,0.01
ham,surly ill come review,0.051
ham,march ending ready sure problem capital complete far work lady,0.154
ham,favor convey birthday wish forget today birthday,0.113
ham,food preferably pap slowly load sugar hour water slowly,0.147
spam,urgent mobile award bonus caller prize attempt contact ,0.154
ham,guy get dumb realize,0.05
ham,bit sort stuff,0.064
ham,don plan,0.026
ham,yes fine,0.009
spam,win winner win exciting prize soon eye ur mobile visit,0.132
ham,like new mobile,0.022
ham,,0.01
ham,snuggle deep contented sigh whisper love barely stand,0.124
ham,yar get error,0.032
ham,hey,0.024
ham,wow healthy old airport not b bathe dog later,0.095
ham,family book tour package,0.035
ham,bold torch later torch,0.059
ham,awesome need tonight,0.073
ham,ya u thank enjoy wit ur family wit salary,0.088
ham,huh slow tot u reach long ago u day,0.077
ham,s cool princess cover face hot sticky cum,0.064
ham,big brother s scrape barrel shower social misfit,0.076
ham, dun check tell,0.055
ham,min lunch,0.026
ham,hey happen u switch ur cell d day not good u care tomorrow,0.112
ham,k art home,0.077
ham,uncle wish guy great semester,0.053
ham,lesson early  u home den confirm w,0.102
ham,forgot tell like number section clear,0.079
ham, u dun wan ,0.042
ham,home love awake love kiss,0.059
ham,hello peach cake lush,0.032
spam,free game golf free arcade ur game setting reply post save press key arcade ,0.153
ham,minor shindig place later tonight interested,0.07
ham,say cool pick place like hour,0.07
spam,mobile update late camera video phone free ur number extra free min text text yes,0.143
ham,career add u contact send free remove,0.124
ham,reach,0.021
ham,not know ask brother problem thing tell,0.077
ham,rock,0.025
ham,wat time r go hostel,0.036
ham,good morning dear great successful day,0.075
spam,buy space chance win arcade game console press arcade wap charge term setting purchase,0.154
ham,oh placement ah,0.036
ham,possession especially offense,0.048
ham,drive reason call cold hear violence condition problem,0.175
ham,buy test yesterday let know exact day u not fret know u r worried relax ur past history u need tell,0.237
ham,pizza u want,0.023
ham,see weird actually reasonable,0.105
ham,happy return day wish happy birthday,0.062
ham,ya nice  ready,0.037
ham,hospital da return home evening,0.052
ham,u,0.022
spam,camera award digital camera  landline delivery day,0.106
ham,tot u dun believe,0.042
ham,sign choose number pin right,0.079
ham,beauty life hide thousand secret wish wonderful ur life gud,0.133
ham,u cool drink  care c u,0.091
ham,maybe leave credit card gas like tell,0.099
spam,weekly cool mob tone ready week new tone include crazy frog f lonely black eyed dont p n,0.16
ham,boy glad g waste night,0.062
spam,lot cash weekend  dear welcome weekend get big good cash away ,0.155
ham, u wan look u,0.034
ham,u wan lunch da canteen,0.04
ham,life find time laugh add year life surely add life ur year gud,0.157
ham,hey look like wrong kappa guy number phone want text,0.133
spam,urgent mobile number award prize guarantee land line claim valid,0.143
spam,thank continue support question week enter u draw cash new president ,0.138
ham,home doc give pain say fine,0.056
ham,rest price,0.09
ham, lovely night,0.031
ham,prepare pleasure,0.026
ham,assistance customer,0.083
ham,text way cup stop work bus,0.076
ham,s radio,0.022
spam,unique user id removal send stop customer service,0.089
ham,sure available,0.042
ham,relation u build dis world thing remain n lot memory feel,0.12
ham,cheer yeah shame u come c ya,0.062
ham,hi get money da,0.024
ham,hi mobile add contact list s great place send free people visit,0.158
ham,u tell wat time u come later,0.046
ham,u repeat e instruction wat e road ur house,0.061
ham,people special sight remain special till sight maintain till life end ,0.156
ham, dun tell wait complacent,0.053
ham,sorry completely forgot pop em round week,0.073
ham,u r beautiful girl see u r baby come c common room,0.087
ham,o not join mina want time,0.074
ham,sen tell go join uncle finance,0.058
ham, hey day ask leave karaoke,0.08
ham,,0.032
ham,especially talk boston personal statement change realize say say boston,0.147
ham,way,0.051
spam,urgent call landline complimentary holiday cash await collection po box,0.146
ham,holy live take long,0.045
ham,wat eat tonight,0.029
ham, come sun finish dinner go hotel time fly tog exactly today hope come,0.157
ham,opposite drop,0.056
ham, rain heavily cos e c outside,0.068
ham,send,0.022
ham,luck ur exam,0.022
ham,u ask sit ,0.084
ham,sorry uncle touch,0.043
ham,see night great,0.062
spam,urgent attempt contact prize yesterday await collection claim,0.135
spam,calling little one like eve book time ,0.158
ham,come home want u miserable,0.046
ham,not know get message,0.047
ham,cool go to buy drop place later tonight total order quarter get,0.151
ham,guy car shop flirt get phone number call nervous course address boss tell know fire,0.24
ham,reverse cheat mathematic,0.045
ham,plan manage,0.03
ham,er hello thing t plan limp slowly home follow aa exhaust,0.114
ham,sorry delay yes master,0.032
ham,u finish come n pick,0.043
spam,private account statement show unredeemed bonus claim identifier code expire,0.153
ham, leave phone home see ur message hope good great weekend,0.11
ham,worry understand important place poorly think punishment face bad thing happen go to kill,0.201
ham,honey find sell time important reply,0.151
ham,e building b slightly early u reach,0.086
ham,room,0.046
ham,min s,0.041
ham,happy return d day dear sweet heart happy birthday dear,0.084
ham,home work,0.029
ham,valuable situation first get second loose,0.098
ham, mark take forever pick prescription pain come,0.086
ham,ur paper,0.015
ham,get small capacity ex,0.037
spam,check choose babe,0.069
ham,m good think,0.042
spam,u r winner u ave specially select receive cash holiday speak live operator claim min,0.151
ham,,0.007
ham,think bout drink tap spile pub gas st broad st canal  ,0.111
ham,go sleep tired travel,0.042
ham,,0.029
ham,give problem leave,0.068
ham, try day little interesting,0.062
ham,long reply defer admission til semester,0.069
ham,word chess come phrase mean king dead good day,0.145
ham,po de need job aha,0.038
ham,rat hey u vote theme,0.046
spam,new collect today ,0.152
ham,hope pee burn tonite,0.029
ham,oh rite best mate pete go long week,0.121
ham,wait party,0.033
ham,make computer shut,0.042
ham,boy fun today problem send message fun,0.089
ham,issue snow manageable,0.074
spam,private account statement show un redeem point identifier code expire,0.135
ham, try e area forget e hotel,0.071
ham,awesome go to soon later tonight,0.045
ham,need detail job,0.037
spam,win value customer computer pick win prize collect easy ,0.135
ham,miss,0.033
ham,help tell not find number oh,0.054
ham,escape go watch minute,0.069
ham,increase chance win,0.043
ham,way work year old hope not bother,0.081
ham,maybe find instead,0.053
ham,gain right demand try husband let,0.076
ham,like new house,0.022
ham,fine hope,0.027
ham,north site pay test result send,0.109
ham,u,0.012
ham,yes baby need stretch open pussy,0.044
ham,thank bomb date phone want,0.058
ham,,0.005
ham,hey guy know breathe neck bud able half track tonight,0.121
ham,d powerful weapon occupy place heart ,0.08
ham,phone,0.022
spam,free auction subscription service  skip auction stop,0.159
spam,housewife chat n date  national rate min landline,0.095
ham,sorry da today will not come play drive,0.058
ham,sorry light hair fire,0.04
ham,oh think trip  make sense grin sofa reference link send go trip oh babe celebration rent,0.299
ham,swashbuckling stuff oh,0.039
ham,watch cartoon listen music eve temple church u,0.092
ham,tension face smile face waste face innocent face face face face face face face,0.158
ham,dip cell dead m come u well respond shall come,0.082
ham, know mean ,0.035
ham,hi dis happy work,0.066
ham, sorry fun,0.027
ham,wat happen cruise thing,0.032
ham,know pete em place time,0.085
spam,f invite friend reply stop send stop,0.137
ham,world happy character dey good understanding difference,0.126
spam,polyphonic tone ur mob week  tone free tell ur friend tone reply,0.147
ham,yeah open chat click friend list list easy pie,0.075
ham,alright get minor crisis home soon think,0.092
ham,pick,0.027
ham,usual u,0.035
ham,new theory argument win d situation lose person not argue ur friend kick correct,0.145
ham,thing antibiotic chest infection bone infection,0.113
ham,poor girl day,0.031
ham,,0.022
spam,today number end select receive award number match receive award,0.148
ham,note expose find school vomit dog cat house let know later,0.166
ham,proverb u u version let leave finally version stop strike,0.276
ham,sound like lot time spend chastity device boy grin beating like good dog go lounge nice long bath,0.171
ham,bad use half way stop well complete,0.076
ham,miserable tell u effect birth control massive gut wrench cramp month sleep night,0.158
ham,send new number,0.022
ham,convey regard,0.024
spam,want late video handset network min half price line rental reply delivery tomorrow,0.132
ham,half year miss,0.044
ham,not pick phone right send message,0.051
ham,oh sake like,0.044
ham,person go to ask,0.047
spam,guarantee late phone player prize word collect ,0.145
ham, wat time u wan come n look,0.044
spam,free polyphonic text super free poly tone week subscription,0.134
ham,reach,0.036
ham,mean post write like time stuff let sit feel time angry leave hit send stop  check phone get car  say sleep time clean fold laundry bed,0.415
spam,warner village c colin swat village free  valid c reply film offer,0.181
ham,come today night,0.032
ham,special,0.022
ham,want,0.04
ham, good day,0.024
ham,regret inform u  actually report yor local hospital r sorry inconvenience,0.16
ham,love holiday feel dentist hour,0.08
ham,way,0.027
spam,goal arsenal henry v henry score simple shot yard pass arsenal goal margin min,0.155
ham,get flaky parent suppose child job support parent ride age suppose support hurt unintentional hurt nonetheless,0.237
ham,take hooch walk fall splat graze knee stay home tomorrow,0.134
ham,drop em,0.033
spam,time try contact u win pound prize claim easy min national rate,0.153
ham,sit mu wait suite shower,0.08
ham,huh,0.045
ham,g say answer text confirm deny,0.048
ham,common r u wat r u ur day let ask u different u smile today  gud,0.148
ham,hi dear know s problem want work problem tell reply,0.156
ham,oh yah cancel ,0.038
ham,e normal,0.049
ham,let u leave house,0.038
ham,oh yes like torture watch,0.048
ham,art,0.022
ham,hope t piss remember go sister,0.098
spam,got take rally u energy text rally pack u,0.159
spam,hi girl wait text text great night chatting send stop stop service,0.124
ham,good morning yummy lip sexy bun  think crave need,0.149
ham,match,0.037
ham,free sir,0.022
ham,hey want buy,0.033
ham,hey babe go figure go new,0.083
ham,k,0.024
ham,g want know,0.038
ham,cancel yeah baby sound important understand ring later love x,0.129
ham,want got court  come bus stand,0.085
ham,home ask dad pick,0.046
ham,wedding chapel good stuff,0.087
ham,work soon e mountain deer huh watch nice,0.106
ham,check mail keep copy,0.095
ham,wrong phone phone answer assume people,0.086
ham,think secure know want drive south chill,0.107
ham,home probably,0.04
spam,great news claim guarantee cash gift speak live operator,0.118
spam,hi amy send free phone number couple day access adult party,0.137
ham,bus way,0.033
ham,hi probably have fun message think d u cos m night,0.146
ham,hi baby m sit bloody bus mo will not home later later jess,0.136
spam,welcome select service add benefit specially train advisor free mobile dial,0.14
ham,lose pound doc visit week go to celebrate stuff face,0.1
ham,u come dinner rite dad ask confirm u,0.064
ham,master buy cos sale,0.073
ham,wake bad dream u tho not like u right not know comedy night guess m,0.146
ham,get number,0.039
ham,u lunch,0.032
ham,mean leave early check cos work,0.065
ham,want,0.041
ham,bit ur smile drop ur tear sorrow ur heart life heart like care u,0.152
ham,,0.009
ham,want pretty pussy,0.034
spam,dear voucher holder meal use follow link enjoy dining,0.153
ham,people game mall,0.066
spam,urgent try contact draw show win prize guarantee land line claim valid ,0.159
spam,donate tsunami disaster support fund donate add bill,0.135
ham,future plan tomorrow result today good present enjoy future,0.133
ham,want  get dear not time,0.125
ham,suppose meet discuss trip thought tell afternoon think lesson,0.132
ham,hey come use ,0.044
ham,fine hope good care,0.042
ham,shower u call hey parking garage collapse university hospital crazy stuff like happen,0.142
ham,u poor thing u dun wan eat u bathe,0.062
ham,yar tot u know dis happen long ago,0.054
ham,gorgeous pix thank,0.054
ham,boy late home father,0.056
ham,jade y t u u remember want talk u ,0.09
ham,spend new year brother family let plan meet week ready spoil ,0.111
ham,u today,0.022
ham,say sorry,0.022
ham,sleep time dangerous,0.057
ham,network job,0.024
spam,m invite friend reply stop send stop,0.138
ham,not let stress ,0.038
ham,y u busy,0.032
ham,rushing work school rush hungry,0.07
ham,,0.025
ham,tell real valentine u pick,0.096
spam,phony award today number end select receive award match quote claim code standard rate,0.175
ham, eta plan hope s good ,0.097
ham,hungry buy home,0.027
ham,,0.009
ham,drive read need write,0.042
ham,look go suck,0.061
ham,happy new year hope have good semester,0.051
ham,esplanade ,0.028
ham,talk,0.022
ham, head big baller,0.026
ham,like actually call punto bad,0.078
ham,nope travel forget guy,0.051
ham, look pick later,0.042
spam, congratulation ur award gift voucher gift guarantee draw music,0.166
ham,year like mileage clean need know sell raise dough soon landing sell holla,0.247
ham,guess pub m m happy pig clover saying,0.081
ham,ill b soon,0.015
ham,oh come tomorrow,0.028
ham,fool not cheat,0.028
ham,mobile ur mail regard amma  ,0.078
ham,way rencontre meet mountain not,0.06
spam,win guarantee cash prize claim yr prize customer service representative cost,0.154
ham,u attend ur drive lesson time n day,0.059
ham,uncle g check rewarding month,0.059
ham,hello  miss today like send remind think love love kiss,0.146
ham,think need cash ready,0.073
ham,hey gal u meet dinner n te,0.047
spam,dear invite final attempt contact u chat row,0.154
ham,babe   talk think good boy miss love,0.152
